Metadata Item,Protocol Tier,Analysis Tier,Data Type,Schema Path,Source,Scope,Notes,Key by
Procedure Name,Basic,Read-Only,Text (free),$MethodDefinition.schema:name,inferred,,path from owning module,
Technique,Basic,Read-Only,Controlled list,$MethodDefinition.schema:measurementTechnique.schema:DefinedTerm.schema:termCode,authored,shared,path from owning module,
Procedure Author,Basic,Read-Only,Text (free),$MethodDefinition.schema:creator.schema:name,inferred,,path from owning module,
Laboratory,Basic,Editable,Text (free),$Dataset.prov:wasGeneratedBy.schema:location.schema:Place[schema:additionalType='Laboratory'].schema:name,authored,shared,dual-home decision: protocol default | path from owning module,
Laboratory,Basic,Editable,Text (free),$MethodDefinition.schema:location.schema:Place[schema:additionalType='Default Laboratory'].schema:name,authored,shared,dual-home decision: protocol default | path from owning module,
Laboratory ID,Advanced,Editable,URI / DOI,$Dataset.prov:wasGeneratedBy.schema:location.schema:Place[schema:additionalType='Laboratory'].schema:identifier,authored,shared,dual-home decision: protocol default | path from owning module,
Laboratory ID,Advanced,Editable,URI / DOI,$MethodDefinition.schema:location.schema:Place[schema:additionalType='Default Laboratory'].schema:identifier,authored,shared,dual-home decision: protocol default | path from owning module,
Procedure Start Date,Basic,Read-Only,Date,$MethodDefinition.schema:datePublished,inferred,,path from owning module,
Funding Source for Procedure Development,Advanced,Read-Only,Text (free),$MethodDefinition.schema:funding[].schema:MonetaryGrant.schema:name,inferred,,path from owning module,
Procedure Reference(s),Advanced,Read-Only,URI / DOI,$MethodDefinition.schema:relatedLink[schema:linkRelationship='techniquePublication'].schema:target.schema:name,inferred,,path from owning module,
Procedure DOI,N/A,Basic,URI / DOI,$Dataset.schema:measurementTechnique.schema:DefinedTerm.schema:identifier,inferred,,path from owning module,
Session Identifier,N/A,Basic,Text (free),$Dataset.prov:wasGeneratedBy.schema:identifier,flagged,,analysis-instance (needs mapping) | path from owning module,
Analyst,N/A,Basic,Text (free),$Dataset.schema:contributor[schema:roleName='analyst'].schema:name,authored,shared,path from owning module,
Analysis Start Date,N/A,Basic,Date,$Dataset.prov:wasGeneratedBy.schema:startDate,authored,shared,path from owning module,
Analysis End Date,N/A,Basic,Date,$Dataset.prov:wasGeneratedBy.schema:endDate,authored,shared,path from owning module,
Funding Source for Analysis,N/A,Basic,Text (free),$Dataset.schema:funding,authored,shared,path from owning module,
Coupled Technique(s),Advanced,Editable,Controlled list / Text,$Dataset.schema:relatedLink[schema:linkRelationship='coupledTechnique'].schema:target.schema:name,authored,shared,dual-home decision: protocol default | path from owning module,
Coupled Technique(s),Advanced,Editable,Controlled list / Text,$MethodDefinition.schema:relatedLink[schema:linkRelationship='coupledTechnique'].schema:target.schema:name,authored,shared,dual-home decision: protocol default | path from owning module,
Coupling Description,Advanced,Editable,Text (free),$Dataset.schema:relatedLink[schema:linkRelationship='coupledTechnique'].schema:target.schema:description,authored,shared,dual-home decision: protocol default | path from owning module,
Coupling Description,Advanced,Editable,Text (free),$MethodDefinition.schema:relatedLink[schema:linkRelationship='coupledTechnique'].schema:target.schema:description,authored,shared,dual-home decision: protocol default | path from owning module,
Coupled Procedure DOI,N/A,Advanced,URI / DOI,$Dataset.schema:relatedLink[schema:linkRelationship='coupledProcedure'].schema:target.schema:url,inferred,,path from owning module,
Coupled Dataset or Publication Reference,N/A,Advanced,URI / DOI / Text,$Dataset.schema:relatedLink[schema:linkRelationship='coupledDataset'].schema:target,authored,shared,path from owning module,
Target Material,Basic,Read-Only,Controlled list / Text,$MethodDefinition.schema:object[@type='https://w3id.org/isample/vocabulary/materialsampleobjecttype/materialsample'].schema:additionalProperty[schema:name='Target Material'].schema:value[],authored,shared,,
Sample Form / Analytical Substrate,Basic,Editable,Controlled list,$MethodDefinition.schema:object[@type='https://w3id.org/isample/vocabulary/materialsampleobjecttype/materialsample'].schema:additionalProperty[schema:name='Sample Form Analytical Substrate'].schema:defaultValue,authored,,dual-home decision: protocol default,
Sample Form / Analytical Substrate,Basic,Editable,Controlled list,$Dataset.prov:wasGeneratedBy.schema:object[@type='https://w3id.org/isample/vocabulary/materialsampleobjecttype/materialsample'].schema:additionalProperty[schema:name='Sample Form Analytical Substrate'].schema:value,authored,,dual-home decision: analysis-tier value,
Sample Name,N/A,Basic,Text (free),$Dataset.prov:wasGeneratedBy.schema:object[@type='https://w3id.org/isample/vocabulary/materialsampleobjecttype/materialsample'].schema:name,authored,shared,,
Sampling Unit,Basic,Basic,Controlled list / Text,$MethodDefinition.ada:samplingUnit,inferred,,,
Sample Persistent Identifier,Advanced,Advanced,URI / IGSN,$Dataset.prov:wasGeneratedBy.schema:object[@type='https://w3id.org/isample/vocabulary/materialsampleobjecttype/materialsample'].schema:identifier,authored,shared,,
Fusion Flux and Dilution Ratio,Advanced,Editable,Text (free),$MethodDefinition.schema:actionProcess.schema:step[schema:name='Sample preparation'].schema:additionalProperty[schema:name='Fusion Flux and Dilution Ratio'].schema:defaultValue,authored,,dual-home decision: protocol default,
Fusion Flux and Dilution Ratio,Advanced,Editable,Text (free),$Dataset.prov:wasGeneratedBy.schema:actionProcess.schema:step[schema:name='Sample preparation'].schema:additionalProperty[schema:name='Fusion Flux and Dilution Ratio'].schema:value,authored,,dual-home decision: analysis-tier value,
Sample Preparation Method,Basic,Editable,Text (free),$MethodDefinition.schema:actionProcess.schema:step[schema:name='Sample preparation'].schema:description,authored,divergent,dual-home decision: protocol default,
Sample Preparation Method,Basic,Editable,Text (free),$Dataset.prov:wasGeneratedBy.schema:actionProcess.schema:step[schema:name='Sample preparation'].schema:description,authored,divergent,dual-home decision: analysis-tier value,
Pre-Ablation Surface Treatment,Advanced,Editable,Text (free),$Dataset.prov:wasGeneratedBy.schema:actionProcess.schema:step[schema:name='Sample preparation'].schema:additionalProperty[schema:name='Pre Ablation Surface Treatment'].schema:value,authored,shared,dual-home decision: protocol default | path from owning module,
Pre-Ablation Surface Treatment,Advanced,Editable,Text (free),$MethodDefinition.schema:actionProcess.schema:step[schema:name='Sample preparation'].schema:additionalProperty[schema:name='Pre Ablation Surface Treatment'].schema:defaultValue,authored,shared,dual-home decision: protocol default | path from owning module,
Target Selection Criteria,Basic,Editable,Text (free),$Dataset.prov:wasGeneratedBy.schema:additionalProperty[schema:name='Target Selection Criteria'].schema:value,inferred,,path from owning module,
Target Selection Criteria,Basic,Editable,Text (free),$MethodDefinition.ada:targetSelectionCriteriaDefault,inferred,,path from owning module,
Pre-Analysis Imaging and Screening,Advanced,Editable,Text (free),$Dataset.prov:wasGeneratedBy.schema:additionalProperty[schema:name='Pre-Analysis Imaging and Screening'].schema:value,inferred,,path from owning module,
Pre-Analysis Imaging and Screening,Advanced,Editable,Text (free),$MethodDefinition.schema:additionalProperty[schema:name='Pre-Analysis Imaging and Screening'].schema:defaultValue,inferred,,path from owning module,
Chemical Abrasion Conditions,Basic,Read-Only,Text (free),$MethodDefinition.schema:actionProcess.schema:step[schema:name='Sample preparation'].ada:chemicalAbrasionConditions,inferred,,path from owning module,
Laser Manufacturer & Model,Basic,Read-Only,Text (free),$MethodDefinition.schema:instrument[schema:additionalType='Laser Ablation System'].schema:model.schema:name,authored,shared,path from owning module,
ICP-MS Manufacturer & Model,Basic,Read-Only,Text (free),$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:model.schema:name,authored,shared,,
ICP-MS Type,Basic,Read-Only,Controlled list,$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:additionalType,authored,shared,,
Instrument Serial Number or Lab Identifier,Advanced,Editable,Text (free),$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:additionalProperty[schema:name='Instrument Serial Number or Lab Identifier'].schema:defaultValue,authored,shared,dual-home decision: protocol default,
Instrument Serial Number or Lab Identifier,Advanced,Editable,Text (free),$Dataset.prov:wasGeneratedBy.prov:used.schema:instrument[schema:additionalType='ICPMS'].schema:identifier,authored,shared,dual-home decision: analysis-tier value,
Interface Cone Configuration,Basic,Read-Only,Text (free),$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='Interface Cone'].schema:additionalProperty[schema:name='Configuration'].schema:value,authored,shared,,
Sampler and Skimmer Cone Material,Advanced,Read-Only,Text (free),$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='Interface Cone'].schema:additionalProperty[schema:name='Sampler and Skimmer Cone Material'].schema:value,authored,shared,,
Torch Depth,Advanced,Editable,Text (free),$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='Torch'].schema:additionalProperty[schema:name='Torch Depth'].schema:defaultValue,authored,shared,dual-home decision: protocol default,
Torch Depth,Advanced,Editable,Text (free),$Dataset.prov:wasGeneratedBy.prov:used.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='Torch'].schema:additionalProperty[schema:name='Torch Depth'].schema:value,authored,shared,dual-home decision: analysis-tier value,
Torch Type,Advanced,Read-Only,Text (free),$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='Torch'].schema:name,authored,shared,,
Guard Electrode,Basic,Read-Only,Controlled list,$MethodDefinition.schema:actionProcess.schema:step[schema:name='Data acquisition'].schema:additionalProperty[schema:name='Guard Electrode'].schema:value,authored,shared,,
Mass Resolution Setting,Basic,Editable,Text (free),$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:additionalProperty[schema:name='Mass Resolution Setting'].schema:defaultValue,authored,divergent,dual-home decision: protocol default,
Mass Resolution Setting,Basic,Editable,Text (free),$Dataset.prov:wasGeneratedBy.prov:used.schema:instrument[schema:additionalType='ICPMS'].schema:additionalProperty[schema:name='Mass Resolution Setting'].schema:value,authored,divergent,dual-home decision: analysis-tier value,
Detector Configuration,Basic,Read-Only,Text (free),$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:additionalProperty[schema:name='Detector Configuration'].schema:value,authored,shared,,
Collision/Reaction Cell (CRC) Configuration,Basic,Read-Only,Controlled list,$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='Collision Reaction Cell'].schema:name,authored,shared,,
Laser Wavelength and Type,Basic,Read-Only,Text (free),$MethodDefinition.schema:instrument[schema:additionalType='Laser Ablation System'].ada:laserType,authored,shared,path from owning module,
Acquisition Software,Basic,Editable,Text (free),$MethodDefinition.bios:computationalTool[ada:toolRole='acquisition'].schema:name,authored,shared,dual-home decision: protocol default,
Acquisition Software,Basic,Editable,Text (free),$Dataset.prov:wasGeneratedBy.prov:used.bios:computationalTool[ada:toolRole='acquisition'].schema:name,authored,shared,dual-home decision: analysis-tier value,
Data Reduction Software,Basic,Editable,Text (free),$MethodDefinition.bios:computationalTool[ada:toolRole='dataReduction'].schema:name,authored,shared,dual-home decision: protocol default,
Data Reduction Software,Basic,Editable,Text (free),$Dataset.prov:wasGeneratedBy.prov:used.bios:computationalTool[ada:toolRole='dataReduction'].schema:name,authored,shared,dual-home decision: analysis-tier value,
Ablation Cell Type,Basic,Read-Only,Text (free),$MethodDefinition.schema:instrument[schema:additionalType='Laser Ablation System'].schema:name,authored,shared,path from owning module,
Sample Introduction,Basic,Read-Only,Text (free),$MethodDefinition.ada:sampleIntroduction,inferred,,,
Faraday Cup Array Configuration,Basic,Read-Only,Text (free),$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='Collector'].schema:additionalProperty[schema:name='Faraday Cup Array Configuration'].schema:value,inferred,,path from owning module,
Faraday Cup Amplifier Resistor Values,Basic,Read-Only,Text (free),$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='Collector'].schema:additionalProperty[schema:name='Faraday Cup Amplifier Resistor Values'].schema:value,inferred,,path from owning module,
Faraday Cup Gain Calibration Method,Basic,Read-Only,Text (free),$MethodDefinition.schema:actionProcess.schema:step[schema:name='Data reduction'].schema:additionalProperty[schema:name='Faraday Cup Gain Calibration Method'].schema:value,inferred,,path from owning module,
Analytical Mode,Basic,Read-Only,Controlled list,$MethodDefinition.ada:analyticalMode[],authored,shared,,
Laser Spot Geometry,Basic,Editable,Text (free),$Dataset.prov:wasGeneratedBy.prov:used[schema:additionalType='Laser Ablation System'].ada:laserSpotGeometry,authored,,dual-home decision: protocol default | path from owning module,
Laser Spot Geometry,Basic,Editable,Text (free),$MethodDefinition.schema:instrument[schema:additionalType='Laser Ablation System'].ada:laserSpotGeometryDefault,authored,,dual-home decision: protocol default | path from owning module,
Spot Diameter (Measured),N/A,Basic,Numeric (µm),$Dataset.ada:spotDiameterMeasured,authored,,path from owning module,
Laser Spot Path / Ablation Mode,Basic,Read-Only,Controlled list,$MethodDefinition.ada:ablationSamplingMode[],authored,shared,path from owning module,
Laser Energy,Advanced,Editable,Numeric (mJ),$Dataset.prov:wasGeneratedBy.prov:used[schema:additionalType='Laser Ablation System'].schema:additionalProperty[schema:name='Laser Energy'].schema:value,authored,,path from owning module,
Laser Energy,Advanced,Editable,Numeric (mJ),$MethodDefinition.schema:instrument[schema:additionalType='Laser Ablation System'].schema:additionalProperty[schema:name='Laser Energy'].schema:defaultValue,authored,,path from owning module,
Laser Fluence (Energy Density),Basic,Editable,Numeric (J cm⁻²),$Dataset.prov:wasGeneratedBy.prov:used[schema:additionalType='Laser Ablation System'].ada:laserFluence,authored,shared,dual-home decision: protocol default | path from owning module,
Laser Fluence (Energy Density),Basic,Editable,Numeric (J cm⁻²),$MethodDefinition.schema:instrument[schema:additionalType='Laser Ablation System'].ada:laserFluenceDefault,authored,shared,dual-home decision: protocol default | path from owning module,
Laser Beam Energy Profile,Advanced,Read-Only,Controlled list / Text,$MethodDefinition.schema:instrument[schema:additionalType='Laser Ablation System'].schema:additionalProperty[schema:name='Laser Beam Energy Profile'].schema:value,authored,shared,path from owning module,
Laser Repetition Rate,Basic,Editable,Numeric (Hz),$Dataset.prov:wasGeneratedBy.prov:used[schema:additionalType='Laser Ablation System'].ada:laserRepetitionRate,authored,shared,dual-home decision: protocol default | path from owning module,
Laser Repetition Rate,Basic,Editable,Numeric (Hz),$MethodDefinition.schema:instrument[schema:additionalType='Laser Ablation System'].ada:laserRepetitionRateDefault,authored,shared,dual-home decision: protocol default | path from owning module,
Laser Pulse Duration,Basic,Read-Only,Text (free),$MethodDefinition.schema:instrument[schema:additionalType='Laser Ablation System'].schema:additionalProperty[schema:name='Laser Pulse Duration'].schema:value,authored,shared,path from owning module,
Ablation Duration per Spot,Basic,Editable,Numeric (s),$Dataset.prov:wasGeneratedBy.ada:ablationSpotDuration,authored,shared,dual-home decision: protocol default | path from owning module,
Ablation Duration per Spot,Basic,Editable,Numeric (s),$MethodDefinition.ada:ablationSpotDurationDefault,authored,shared,dual-home decision: protocol default | path from owning module,
Ablation Pit Depth and Ablation Rate,Basic,Editable,Text (free),$Dataset.prov:wasGeneratedBy.ada:ablationPitDepthRate,inferred,,path from owning module,
Ablation Pit Depth and Ablation Rate,Basic,Editable,Text (free),$MethodDefinition.ada:ablationPitDepthRateDefault,inferred,,path from owning module,
"Transect Rate, Mapping Rate or Step Size",Advanced,Editable,Text (free),$Dataset.prov:wasGeneratedBy.schema:additionalProperty[schema:name='Transect Rate Mapping Rate or Step Size'].schema:value,authored,,path from owning module,
"Transect Rate, Mapping Rate or Step Size",Advanced,Editable,Text (free),$MethodDefinition.schema:additionalProperty[schema:name='Transect Rate Mapping Rate or Step Size'].schema:defaultValue,authored,,path from owning module,
Raster Line Spacing (Mapping Only),Basic,Editable,Text (free),$Dataset.prov:wasGeneratedBy.ada:rasterLineSpacing,authored,,dual-home decision: protocol default | path from owning module,
